class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
neutro,0.47486090660095215,0.2910394072532654,-1.2571769952774048,0.9999338388442993,0.5055432319641113,0.22317907214164734,-1.1888549327850342,0.9998621940612793,0.5273564457893372,0.21984736621379852,-1.1891331672668457,0.9998812079429626,0.5443103909492493,0.21790313720703125,-1.189330816268921,0.9998503923416138,0.44209569692611694,0.23190554976463318,-1.1940147876739502,0.9998626708984375,0.4218842387199402,0.234610453248024,-1.193172812461853,0.9998833537101746,0.4050838351249695,0.23716512322425842,-1.1936848163604736,0.9998641014099121,0.5765156149864197,0.2455269694328308,-0.7118586301803589,0.9998740553855896,0.3890378177165985,0.27088361978530884,-0.7194270491600037,0.9999125003814697,0.5225153565406799,0.3576796352863312,-1.074211835861206,0.9999404549598694,0.44119754433631897,0.3666684925556183,-1.076674222946167,0.9999492168426514,0.7498148083686829,0.618278443813324,-0.3714819550514221,0.9989936947822571,0.2730715274810791,0.6676405072212219,-0.4727579951286316,0.9987316131591797,0.8731099367141724,1.0420722961425781,-0.33632245659828186,0.210036039352417,0.16651307046413422,1.0687800645828247,-0.453963041305542,0.3304145634174347,0.9421753883361816,1.461703896522522,-0.8574587106704712,0.04825207218527794,0.16454747319221497,1.4810360670089722,-1.0891749858856201,0.08227308094501495,0.9871813058853149,1.5761076211929321,-1.0206124782562256,0.060867201536893845,0.14640776813030243,1.594521164894104,-1.2724413871765137,0.09173081815242767,0.9373477101325989,1.5795295238494873,-1.122427225112915,0.10879342257976532,0.19363698363304138,1.5749366283416748,-1.3893852233886719,0.15074734389781952,0.9067171812057495,1.5357290506362915,-0.9269264340400696,0.10481106489896774,0.21120762825012207,1.5303044319152832,-1.1606471538543701,0.14098188281059265,0.6883980631828308,1.5187838077545166,-0.06156519055366516,0.0007978422218002379,0.3581911325454712,1.5377942323684692,0.06783336400985718,0.0006974306306801736,0.6904666423797607,2.2409894466400146,-0.1385340392589569,0.0006796702509745955,0.3703789710998535,2.258669137954712,-0.04938014596700668,0.00019850580429192632,0.7010509967803955,2.89420223236084,0.5063771605491638,5.559549754252657e-05,0.38330429792404175,2.91231369972229,0.3621247410774231,1.1707695193763357e-05,0.7128610014915466,2.998192071914673,0.5301141142845154,4.772594911628403e-05,0.38225576281547546,3.0247421264648438,0.37828510999679565,2.2490487026516348e-05,0.6417702436447144,3.1075549125671387,-0.16478019952774048,6.297689105849713e-05,0.4249841570854187,3.0998992919921875,-0.3521203398704529,4.881353015662171e-05
derecha,0.5232988595962524,0.3288874626159668,-0.7503281831741333,0.9999170303344727,0.5437487363815308,0.2828688323497772,-0.6967621445655823,0.9998265504837036,0.5557146072387695,0.2824781537055969,-0.6966806650161743,0.9997668862342834,0.5684269666671753,0.2822488248348236,-0.6966451406478882,0.9997765421867371,0.5015785098075867,0.2849132716655731,-0.6909327507019043,0.9998591542243958,0.4865369200706482,0.28473207354545593,-0.6907550692558289,0.9998595714569092,0.470564603805542,0.2849273383617401,-0.6911345720291138,0.9998924136161804,0.5900989174842834,0.30734482407569885,-0.3548313081264496,0.99973064661026,0.44889527559280396,0.3075908422470093,-0.31283241510391235,0.9998939037322998,0.5476658344268799,0.37726840376853943,-0.6308162808418274,0.9999387264251709,0.495267778635025,0.3766109347343445,-0.6200253963470459,0.9999533295631409,0.6955644488334656,0.5755757689476013,-0.1878250241279602,0.9993526935577393,0.3692363202571869,0.557239294052124,-0.20596034824848175,0.9996377229690552,0.7721168994903564,0.9201263785362244,-0.13922914862632751,0.8155557513237,0.20689618587493896,0.7171682715415955,-0.7215258479118347,0.9492758512496948,0.7687528133392334,1.218727469444275,-0.2780490517616272,0.4321492910385132,0.3144448399543762,0.3152790069580078,-1.3777014017105103,0.8630302548408508,0.7811089158058167,1.3208779096603394,-0.3366895318031311,0.3143598735332489,0.3127954304218292,0.21183910965919495,-1.5382238626480103,0.8342050909996033,0.7450008988380432,1.304439902305603,-0.37249526381492615,0.370527982711792,0.3276035189628601,0.19585354626178741,-1.4677302837371826,0.8440579771995544,0.7271707653999329,1.2708662748336792,-0.3039971888065338,0.3903723955154419,0.34529030323028564,0.22855351865291595,-1.3754626512527466,0.8405939340591431,0.6376726031303406,1.2382926940917969,-0.054961901158094406,0.03179240971803665,0.3921656012535095,1.2325044870376587,0.057725172489881516,0.04377797991037369,0.622016966342926,1.7606525421142578,-0.11456187069416046,0.0019839282613247633,0.4052213728427887,1.7631065845489502,0.11506588757038116,0.001274737762287259,0.6050960421562195,2.2377264499664307,0.3261968493461609,0.00018986090435646474,0.38972997665405273,2.230907917022705,0.4863716661930084,8.153490489348769e-05,0.6100178956985474,2.301363468170166,0.34000229835510254,0.00010474804003024474,0.3808620274066925,2.2949202060699463,0.5134174823760986,0.00012379023246467113,0.5695313215255737,2.3947739601135254,-0.16569557785987854,0.00012932637764606625,0.4131641387939453,2.39831280708313,-0.027411863207817078,0.00021637290774378926
derecha,0.5232967138290405,0.32891544699668884,-0.7491706013679504,0.9999188184738159,0.5437220335006714,0.28287971019744873,-0.6960576772689819,0.9998295307159424,0.5556937456130981,0.2824794352054596,-0.6959751844406128,0.9997677206993103,0.5683406591415405,0.2822163701057434,-0.6959331035614014,0.9997797608375549,0.5015107989311218,0.28492793440818787,-0.6900023221969604,0.9998617172241211,0.48644909262657166,0.28474485874176025,-0.6898242831230164,0.9998605847358704,0.4704747796058655,0.28493937849998474,-0.6901956796646118,0.9998947978019714,0.5900644063949585,0.30726686120033264,-0.3559660315513611,0.9997321367263794,0.44891104102134705,0.3076036870479584,-0.3131505250930786,0.9998947978019714,0.5478869676589966,0.37726685404777527,-0.6304152607917786,0.9999402165412903,0.49530941247940063,0.37662696838378906,-0.6193285584449768,0.9999542832374573,0.6957024931907654,0.5755789875984192,-0.18803420662879944,0.9993769526481628,0.3691951632499695,0.5565542578697205,-0.2052014321088791,0.9996615648269653,0.7721203565597534,0.920109212398529,-0.14430011808872223,0.8192319273948669,0.20581261813640594,0.7165191769599915,-0.7194763422012329,0.9541933536529541,0.7687223553657532,1.218634843826294,-0.2791832983493805,0.4385838210582733,0.31412217020988464,0.3155346214771271,-1.3742027282714844,0.8760595321655273,0.7810584306716919,1.3207800388336182,-0.33757156133651733,0.31742238998413086,0.31277331709861755,0.2115955799818039,-1.5340393781661987,0.8471016883850098,0.7447671294212341,1.3043849468231201,-0.37227922677993774,0.37402215600013733,0.32759183645248413,0.1956276148557663,-1.462531566619873,0.8559672832489014,0.7269372940063477,1.2706854343414307,-0.30464205145835876,0.394307017326355,0.3452231287956238,0.22858981788158417,-1.3714540004730225,0.8526269793510437,0.6384718418121338,1.238353967666626,-0.05608087778091431,0.031070435419678688,0.3930039703845978,1.2330135107040405,0.05884323641657829,0.043106988072395325,0.623207688331604,1.76105535030365,-0.1195690855383873,0.0019251058110967278,0.4068499505519867,1.7643193006515503,0.1171669214963913,0.0012539164163172245,0.6065360307693481,2.238511800765991,0.31955385208129883,0.00018635888409335166,0.39235466718673706,2.232196092605591,0.48731011152267456,7.813315460225567e-05,0.6116112470626831,2.302222490310669,0.33317965269088745,0.00010286371980328113,0.3837377429008484,2.2957732677459717,0.5143887400627136,0.00012130834511481225,0.5706393718719482,2.3956897258758545,-0.17256060242652893,0.00012206615065224469,0.4159635007381439,2.399434804916382,-0.02482994645833969,0.00020816136384382844
derecha,0.5232939124107361,0.3289288282394409,-0.7532912492752075,0.9999212026596069,0.5437145829200745,0.2828914523124695,-0.6994937062263489,0.9998345375061035,0.5556856393814087,0.28248897194862366,-0.6994191408157349,0.9997717142105103,0.5682852864265442,0.2822146415710449,-0.6993802785873413,0.9997860193252563,0.5014370679855347,0.28494101762771606,-0.6932791471481323,0.9998655319213867,0.4862894117832184,0.2847636640071869,-0.6930955648422241,0.9998629689216614,0.47026556730270386,0.2849544584751129,-0.6934727430343628,0.9998979568481445,0.5900320410728455,0.30726805329322815,-0.35698622465133667,0.9997379183769226,0.448922723531723,0.3076426684856415,-0.3092828392982483,0.9998965263366699,0.5479700565338135,0.3772706389427185,-0.6334934830665588,0.999942421913147,0.4953116774559021,0.3766379654407501,-0.6223879456520081,0.9999555349349976,0.6957941055297852,0.5759878158569336,-0.19102957844734192,0.9994007349014282,0.3691578805446625,0.5557836294174194,-0.20103995501995087,0.9996832013130188,0.7720413208007812,0.9217914342880249,-0.15556426346302032,0.8255037665367126,0.20471639931201935,0.7143497467041016,-0.7208551168441772,0.9586412310600281,0.7684129476547241,1.223595142364502,-0.280117392539978,0.4504602551460266,0.3140260875225067,0.3119542896747589,-1.3831336498260498,0.8878102898597717,0.780285120010376,1.3263455629348755,-0.33904510736465454,0.32349056005477905,0.3127146065235138,0.20893925428390503,-1.5454745292663574,0.8586450815200806,0.7434561252593994,1.3099479675292969,-0.3755245804786682,0.3802497684955597,0.32757073640823364,0.1941106766462326,-1.464890718460083,0.8665615320205688,0.7258551716804504,1.2762730121612549,-0.30658814311027527,0.4013826251029968,0.3451842665672302,0.22780223190784454,-1.3779617547988892,0.8634020090103149,0.6385003328323364,1.2396256923675537,-0.0590510293841362,0.031741220504045486,0.39288848638534546,1.2342439889907837,0.06180935353040695,0.04446595907211304,0.6231834888458252,1.7629127502441406,-0.11773129552602768,0.0018562753684818745,0.406524121761322,1.7657774686813354,0.1516239494085312,0.0012282539391890168,0.6064743995666504,2.2394285202026367,0.327856183052063,0.00018368469318374991,0.39201605319976807,2.233408212661743,0.5619789958000183,7.550229202024639e-05,0.6115401983261108,2.3029704093933105,0.34298789501190186,0.00010132996249012649,0.38347283005714417,2.2966177463531494,0.5934135913848877,0.00011987639300059527,0.5706003904342651,2.396815776824951,-0.16895127296447754,0.00011555653327377513,0.4155387878417969,2.400757074356079,0.04922395199537277,0.00020305608632043004
derecha,0.5232853293418884,0.3289574980735779,-0.7551127076148987,0.9999234676361084,0.5437057614326477,0.28290146589279175,-0.7014512419700623,0.9998390674591064,0.5556816458702087,0.28249722719192505,-0.7013798952102661,0.999775767326355,0.5682491064071655,0.2822210490703583,-0.7013417482376099,0.9997915625572205,0.5013571977615356,0.28495314717292786,-0.695966899394989,0.9998689889907837,0.4861510694026947,0.28477662801742554,-0.6957875490188599,0.9998653531074524,0.47010642290115356,0.28496673703193665,-0.696169376373291,0.999900758266449,0.590015172958374,0.3072766959667206,-0.358070433139801,0.9997432827949524,0.4489327371120453,0.30767425894737244,-0.31140947341918945,0.9998982548713684,0.5480131506919861,0.3772784471511841,-0.6345604658126831,0.9999443888664246,0.495305597782135,0.37666046619415283,-0.6247514486312866,0.9999566674232483,0.6959197521209717,0.5763128399848938,-0.19285021722316742,0.999420702457428,0.36912354826927185,0.555135190486908,-0.20276515185832977,0.9997021555900574,0.7720146775245667,0.9224748611450195,-0.1599297970533371,0.8297058939933777,0.20408740639686584,0.7134144306182861,-0.7249375581741333,0.9626215696334839,0.7682549953460693,1.2245635986328125,-0.2812745273113251,0.4598524570465088,0.3139393925666809,0.31150543689727783,-1.3961821794509888,0.8983753323554993,0.7799106240272522,1.3268629312515259,-0.33957818150520325,0.32897093892097473,0.31268638372421265,0.20905087888240814,-1.5603076219558716,0.8691259026527405,0.7428612112998962,1.3104538917541504,-0.37719765305519104,0.3862186670303345,0.3275504410266876,0.19429533183574677,-1.4775097370147705,0.8762324452400208,0.7253369092941284,1.2769986391067505,-0.3068605661392212,0.40774092078208923,0.34514325857162476,0.22808559238910675,-1.391218662261963,0.8731954097747803,0.6385148167610168,1.2403796911239624,-0.05989816039800644,0.031428854912519455,0.3927597403526306,1.2348499298095703,0.0626666396856308,0.044344063848257065,0.6230595707893372,1.764490008354187,-0.11658483743667603,0.0017893656622618437,0.40605491399765015,1.7667324542999268,0.15111282467842102,0.0011968271574005485,0.6060360670089722,2.2404236793518066,0.3411443829536438,0.00018148882372770458,0.39102432131767273,2.2344970703125,0.5613807439804077,7.255965465446934e-05,0.6111507415771484,2.3039207458496094,0.3570747971534729,0.00010025429946836084,0.38248783349990845,2.2975246906280518,0.5924710035324097,0.0001177609883598052,0.569688618183136,2.3978049755096436,-0.15804994106292725,0.00010965748515445739,0.414266437292099,2.401745080947876,0.04543403536081314,0.00019714543304871768
derecha,0.5231568217277527,0.32901519536972046,-0.753363311290741,0.9999260306358337,0.543582558631897,0.28290995955467224,-0.6993203163146973,0.9998447895050049,0.5556131601333618,0.2825092077255249,-0.6992429494857788,0.9997822046279907,0.5680952668190002,0.28222861886024475,-0.6992224454879761,0.9997990131378174,0.5010420083999634,0.284968763589859,-0.6924206018447876,0.9998732805252075,0.48570409417152405,0.2847948372364044,-0.6922129392623901,0.9998688101768494,0.4697154462337494,0.2849788963794708,-0.6925671100616455,0.9999040961265564,0.5898689031600952,0.30728524923324585,-0.35687318444252014,0.9997521638870239,0.4489043653011322,0.3076854646205902,-0.30536389350891113,0.9999011158943176,0.5480285882949829,0.377316951751709,-0.6337031722068787,0.9999467134475708,0.49516311287879944,0.37670519948005676,-0.6216665506362915,0.9999580383300781,0.6960007548332214,0.5764573812484741,-0.19496509432792664,0.9994460344314575,0.3690902888774872,0.554859459400177,-0.2008267641067505,0.999721109867096,0.772003173828125,0.9225296378135681,-0.1679966151714325,0.8333405256271362,0.2035912722349167,0.7124741673469543,-0.7255010604858398,0.9662099480628967,0.7666181921958923,1.2245079278945923,-0.2867571711540222,0.4667164385318756,0.3136003613471985,0.31124216318130493,-1.3989789485931396,0.907918393611908,0.7774899005889893,1.3266117572784424,-0.3458082377910614,0.3326425850391388,0.3125896453857422,0.20932407677173615,-1.5633492469787598,0.878667950630188,0.7400389909744263,1.3101543188095093,-0.38019824028015137,0.3904881179332733,0.32752561569213867,0.19470974802970886,-1.479923129081726,0.8850367665290833,0.7229276299476624,1.2767874002456665,-0.3111017942428589,0.4123791456222534,0.3451020121574402,0.22824536263942719,-1.3943471908569336,0.882172167301178,0.639072835445404,1.2404191493988037,-0.06078895181417465,0.03130769357085228,0.39298778772354126,1.234988808631897,0.0635741725564003,0.04459349438548088,0.6232324838638306,1.7653167247772217,-0.11548323929309845,0.0017431206069886684,0.4059925079345703,1.7673401832580566,0.14495037496089935,0.001180700259283185,0.6062082648277283,2.2412257194519043,0.3445548713207245,0.00018132111290469766,0.39097121357917786,2.235384941101074,0.5422302484512329,7.007554086158052e-05,0.6114710569381714,2.3047878742218018,0.36037543416023254,0.00010063657100545242,0.3824823498725891,2.2981886863708496,0.5717464685440063,0.00011651774548226967,0.569720447063446,2.3982114791870117,-0.15372265875339508,0.0001042091244016774,0.4141266345977783,2.402719736099243,0.02595086395740509,0.00019084109226241708
derecha,0.5229739546775818,0.32904550433158875,-0.751416802406311,0.9999287128448486,0.5434311032295227,0.28292009234428406,-0.6974525451660156,0.9998506307601929,0.5555236339569092,0.28251782059669495,-0.6973704695701599,0.9997890591621399,0.567913830280304,0.2822346091270447,-0.6973617672920227,0.9998067617416382,0.5006902813911438,0.284983366727829,-0.6896804571151733,0.9998777508735657,0.48520922660827637,0.2848110496997833,-0.6894527673721313,0.9998725056648254,0.46929866075515747,0.28498363494873047,-0.6897895336151123,0.9999074935913086,0.5897021293640137,0.3072914481163025,-0.35636061429977417,0.9997613430023193,0.4488641619682312,0.30769965052604675,-0.3019479215145111,0.9999040961265564,0.5480404496192932,0.37732791900634766,-0.6326125860214233,0.999949038028717,0.4949501156806946,0.3767179548740387,-0.6191412210464478,0.9999594688415527,0.6960653066635132,0.576503574848175,-0.19734957814216614,0.9994701147079468,0.36905089020729065,0.554629921913147,-0.19902727007865906,0.9997385740280151,0.7720037698745728,0.9226070046424866,-0.1700798124074936,0.8364387154579163,0.2032579481601715,0.7119261026382446,-0.7255104184150696,0.9694384932518005,0.7663998007774353,1.2248412370681763,-0.28735092282295227,0.4731663763523102,0.31338512897491455,0.3109027147293091,-1.3990586996078491,0.9165081977844238,0.7772182822227478,1.3268581628799438,-0.3464449942111969,0.336191862821579,0.3124941885471344,0.20893356204032898,-1.5633920431137085,0.8872316479682922,0.7396654486656189,1.3104358911514282,-0.38098400831222534,0.39469417929649353,0.327502578496933,0.19458411633968353,-1.483113169670105,0.8929287195205688,0.7226082682609558,1.2772314548492432,-0.31189098954200745,0.4169597029685974,0.34507784247398376,0.22809761762619019,-1.3948774337768555,0.8902168869972229,0.6396347880363464,1.2404872179031372,-0.06189162656664848,0.031206749379634857,0.39328980445861816,1.2352694272994995,0.06468930840492249,0.04482477903366089,0.6234460473060608,1.7660311460494995,-0.11484739929437637,0.0016970019787549973,0.40597087144851685,1.7682534456253052,0.15121063590049744,0.0011616683332249522,0.6064196228981018,2.241955518722534,0.34536212682724,0.0001811690890463069,0.3910742402076721,2.236649513244629,0.5520164370536804,6.771149492124096e-05,0.6118177175521851,2.305600643157959,0.36120107769966125,0.00010114305769093335,0.3826912045478821,2.2992851734161377,0.5822823643684387,0.00011523914145072922,0.569806694984436,2.3986217975616455,-0.15253016352653503,9.932061220752075e-05,0.4141231179237366,2.4040045738220215,0.03858846798539162,0.0001853096910053864
derecha,0.5226632356643677,0.32909899950027466,-0.7474117279052734,0.9999295473098755,0.5432037115097046,0.2829536497592926,-0.6938096880912781,0.9998527765274048,0.5553776025772095,0.2825559377670288,-0.6937246322631836,0.999790370464325,0.5676438808441162,0.2822735607624054,-0.6937339305877686,0.9998096823692322,0.5002722144126892,0.28500649333000183,-0.6855572462081909,0.9998791813850403,0.4846218228340149,0.28483542799949646,-0.6853369474411011,0.9998729825019836,0.46879833936691284,0.2850060760974884,-0.6856643557548523,0.9999086856842041,0.5894839763641357,0.3073658049106598,-0.35516467690467834,0.9997643232345581,0.4487576484680176,0.3077408969402313,-0.2991372048854828,0.9999045729637146,0.5479998588562012,0.3773600161075592,-0.6297061443328857,0.9999502301216125,0.49457836151123047,0.3767363429069519,-0.6153193116188049,0.9999598860740662,0.6961121559143066,0.5766320824623108,-0.19907039403915405,0.9994847178459167,0.36894047260284424,0.5545879602432251,-0.19829417765140533,0.9997527003288269,0.7720223665237427,0.922728419303894,-0.17383188009262085,0.83682781457901,0.2027626782655716,0.7121392488479614,-0.7254169583320618,0.9723226428031921,0.7663828134536743,1.2250096797943115,-0.2875607907772064,0.47554174065589905,0.3132334053516388,0.3115677833557129,-1.3989568948745728,0.9241987466812134,0.7771986722946167,1.3268566131591797,-0.3468678593635559,0.33692723512649536,0.31245189905166626,0.2092728465795517,-1.5625542402267456,0.8947330713272095,0.7396077513694763,1.3104673624038696,-0.38158848881721497,0.39602962136268616,0.3274831473827362,0.1947692185640335,-1.485351324081421,0.8998513221740723,0.7225663661956787,1.277342677116394,-0.3124462068080902,0.418557733297348,0.34503111243247986,0.22833791375160217,-1.395363450050354,0.8972296118736267,0.6397112011909485,1.241159200668335,-0.06311849504709244,0.0306022297590971,0.3932948410511017,1.2363345623016357,0.06590334326028824,0.04431058093905449,0.6235557794570923,1.7675107717514038,-0.1140165701508522,0.001642028335481882,0.4059196412563324,1.7695878744125366,0.15198084712028503,0.0011333526344969869,0.6067590713500977,2.2434425354003906,0.3455060124397278,0.00017965136794373393,0.39141836762428284,2.2379021644592285,0.5538356900215149,6.4884327002801e-05,0.6123038530349731,2.30718731880188,0.3612927794456482,0.00010106337140314281,0.38315901160240173,2.300367832183838,0.584499716758728,0.00011283524509053677,0.5700862407684326,2.3998024463653564,-0.1508265882730484,9.434722596779466e-05,0.41467881202697754,2.405087471008301,0.04335387796163559,0.00017892580945044756
derecha,0.5225800275802612,0.3291798532009125,-0.7431228756904602,0.9999310970306396,0.5431269407272339,0.2829960286617279,-0.6890782117843628,0.9998560547828674,0.5553117990493774,0.2825888991355896,-0.688997745513916,0.9997936487197876,0.567456066608429,0.2822992503643036,-0.6889874935150146,0.9998137950897217,0.5001092553138733,0.2850761413574219,-0.6815353631973267,0.9998818635940552,0.48437100648880005,0.28491634130477905,-0.6813226938247681,0.9998751282691956,0.4685671925544739,0.28509441018104553,-0.6816606521606445,0.9999108910560608,0.589229941368103,0.3074057996273041,-0.34971535205841064,0.9997687935829163,0.4487375319004059,0.3078594207763672,-0.29688790440559387,0.9999064207077026,0.5480066537857056,0.3773655295372009,-0.6251571178436279,0.9999514818191528,0.4945254325866699,0.37676769495010376,-0.6115722060203552,0.9999606609344482,0.6961221098899841,0.5767066478729248,-0.1953848898410797,0.9994981288909912,0.3688954710960388,0.5546829700469971,-0.1990964263677597,0.9997655749320984,0.7720921635627747,0.9223776459693909,-0.173027902841568,0.8378350138664246,0.2025541067123413,0.7122335433959961,-0.7260859608650208,0.9749211668968201,0.7662603259086609,1.2217485904693604,-0.2877991497516632,0.4776593744754791,0.3128306269645691,0.312353253364563,-1.3990086317062378,0.9311205148696899,0.7767763137817383,1.322475552558899,-0.3471645414829254,0.3377557694911957,0.3121255338191986,0.20988385379314423,-1.562715768814087,0.9016301035881042,0.7392212152481079,1.3048354387283325,-0.3819594979286194,0.39729467034339905,0.32700616121292114,0.19501617550849915,-1.4864208698272705,0.9062412977218628,0.722368061542511,1.2723888158798218,-0.3125239610671997,0.42009463906288147,0.3443552255630493,0.22874584794044495,-1.3956390619277954,0.9037420153617859,0.6398547291755676,1.2411994934082031,-0.06232956796884537,0.02994593046605587,0.3932970464229584,1.236619472503662,0.06514650583267212,0.04370569437742233,0.6243361234664917,1.7676568031311035,-0.1134936586022377,0.001591138425283134,0.40638747811317444,1.7698075771331787,0.14449672400951385,0.0011080385884270072,0.6075736880302429,2.243753671646118,0.3428596258163452,0.0001751393429003656,0.3920036554336548,2.2384910583496094,0.5360901355743408,6.221714284038171e-05,0.6130366921424866,2.3074634075164795,0.357870876789093,9.887957276077941e-05,0.38368088006973267,2.30100154876709,0.5658002495765686,0.00010968830611091107,0.5709971189498901,2.4003677368164062,-0.1521705687046051,8.938106475397944e-05,0.41554006934165955,2.4054338932037354,0.026369303464889526,0.00017214089166373014
derecha,0.5224619507789612,0.32919272780418396,-0.744028627872467,0.9999325275421143,0.5430101752281189,0.2829834520816803,-0.689228892326355,0.9998590350151062,0.555221438407898,0.28256502747535706,-0.6891539692878723,0.9997965693473816,0.5672602653503418,0.28225278854370117,-0.6891283988952637,0.9998176097869873,0.49987560510635376,0.2850886881351471,-0.6819177865982056,0.9998841881752014,0.48405471444129944,0.2849322259426117,-0.6817151308059692,0.9998769760131836,0.4683097004890442,0.2851029336452484,-0.6820672154426575,0.9999128580093384,0.588931679725647,0.30735868215560913,-0.3473193347454071,0.9997729063034058,0.4487125277519226,0.3078754246234894,-0.29607874155044556,0.9999077916145325,0.5480033159255981,0.3772474527359009,-0.6254777312278748,0.9999526143074036,0.4944462776184082,0.3767549693584442,-0.6122802495956421,0.9999613165855408,0.6961303949356079,0.576835572719574,-0.19325275719165802,0.9995126724243164,0.3688233494758606,0.5546826720237732,-0.19921743869781494,0.9997769594192505,0.7720922231674194,0.9223690032958984,-0.17237786948680878,0.8415116667747498,0.20241312682628632,0.7126359939575195,-0.7265805006027222,0.9772767424583435,0.7656577825546265,1.2216391563415527,-0.2882944643497467,0.4848000407218933,0.3121264576911926,0.31318145990371704,-1.4018511772155762,0.937370240688324,0.7753661870956421,1.322293758392334,-0.347456693649292,0.342547208070755,0.3115420639514923,0.2104514092206955,-1.566286563873291,0.9079973101615906,0.7379339933395386,1.3044663667678833,-0.38207653164863586,0.4024551510810852,0.3261752724647522,0.19507955014705658,-1.4914705753326416,0.9121623039245605,0.7213767766952515,1.2720999717712402,-0.3128766715526581,0.4253931939601898,0.34324342012405396,0.22901101410388947,-1.3991248607635498,0.9097757935523987,0.6400536298751831,1.2412201166152954,-0.062007926404476166,0.029704375192523003,0.39342939853668213,1.2367209196090698,0.06483396142721176,0.043608199805021286,0.6248902678489685,1.767635703086853,-0.11362937837839127,0.0015504102921113372,0.40712642669677734,1.7697091102600098,0.12600083649158478,0.001093106810003519,0.6085549592971802,2.2438080310821533,0.33910277485847473,0.00017100063269026577,0.3934861123561859,2.238563060760498,0.4980356693267822,6.026412665960379e-05,0.6140719652175903,2.3075454235076904,0.3534444272518158,9.666613186709583e-05,0.38526323437690735,2.301058530807495,0.525054395198822,0.00010773063695523888,0.5723118782043457,2.4002890586853027,-0.15662875771522522,8.521810377715155e-05,0.41706568002700806,2.405177354812622,-0.018489867448806763,0.00016713980585336685
